000000,0
000000,0
000000,0
000000,0
000000,0
000000,0
000000,0
000000,0
000444,1
000594,0
000744,1
000894,0
001044,1
001194,0
001344,1
001494,0
001644,1
002230,0
002380,1
002530,0
002680,1
002830,0
002980,1
003130,0
003280,1
003430,0
004113,1
005730,0
005830,1
006430,0
006530,1
006630,0
007540,1
009100,0
009200,1
009300,0
009400,1
011000,0
011200,1
011400,0
011600,1
011800,0
012000,1
012200,0
012400,1
014000,0
014200,1
014400,0
014600,1
014800,0
015000,1
015300,0
021570,1
030323,0
032180,1
032180,1
033799,0
033799,0
035232,1
035742,0
035742,0
035942,1
036142,0
036342,1
036542,0
036742,1
036942,0
037000,1
037500,0
038000,1
038500,0
039000,1
042400,0
042550,1
042700,0
042700,0
042850,1
042850,1
043000,0
043000,0
043000,0
043100,1
043150,0
043300,1
045790,0
045940,1
046090,0
046090,0
046240,1
046240,1
046390,0
046390,0
046390,0
046490,1
046540,0
046690,1
049250,0
049400,1
049550,0
049550,0
049700,1
049700,1
049850,0
049850,0
049850,0
049950,1
050000,0
050150,1
053000,0
053500,1
054000,0
054500,1
055000,0
055000,0
055100,1
055200,0
055300,1
055400,0
055500,1
055600,0
060000,1
060000,1
060000,1
060000,1
060000,1
060150,0
060300,1
060500,0
060650,1
060990,0
061140,1
061460,0
061610,1
061880,0
061880,0
062030,1
062030,1
062330,0
062330,0
062480,1
062480,1
062750,0
062750,0
062900,1
062900,1
063150,0
063300,1
063673,0
063823,1
064163,0
064310,1
064560,0
064710,1
064900,0
065050,1
065380,0
065530,1
065820,0
065970,1
066270,0
066420,1
066660,0
066810,1
067120,0
067270,1
067560,0
067710,1
068000,0
068150,1
068450,0
068600,1
068900,0
069050,1
070640,0
070940,1
071640,0
071840,1
071980,0
072180,1
072510,0
072710,1
074100,0
074600,1
075100,0
075100,0
075600,1
075600,1
076000,0
076000,0
076500,1
077000,0
077600,1
078100,0
078600,1
078600,1
079100,0
079100,0
079600,1
079600,1
080100,0
080200,1
087073,0
087299,1
087299,1
087501,0
087501,0
087734,1
087734,1
087960,0
087960,0
088126,1
088126,1
089870,0
090390,1
090850,0
091270,1
091700,0
092150,1
092540,0
093040,1
093475,0
093900,1
094331,0
094778,1
095000,0
103900,1
103900,1
104075,0
104075,0
104250,1
104250,1
104425,0
104425,0
104600,1
104600,1
104775,0
104775,0
104950,1
104950,1
105125,0
105125,0
105300,1
105300,1
105438,0
105438,0
105438,0
105438,0
109932,1
109932,1
110800,0
111200,1
111200,1
111600,0
111600,0
112000,1
112000,1
112400,0
112400,0
112600,1
112600,1
112600,1
112800,0
112800,0
113000,1
113200,0
113200,0
113400,1
113400,1
113600,0
113600,0
116205,1
116405,0
116628,1
116828,0
117093,1
117293,0
117521,1
117721,0
117962,1
118162,0
118409,1
118609,0
118843,1
118843,1
118843,1
119043,0
119043,0
119043,0
119290,1
119290,1
119290,1
119490,0
119490,0
119490,0
119500,1
119500,1
119800,0
120000,1
120200,0
120450,1
120736,0
121000,1
121000,1
121000,1
121000,1
121000,1
121000,1
121500,0
121600,1
121600,1
121700,0
121700,0
121700,0
121800,1
121800,1
121800,1
121800,1
121900,0
121900,0
128450,1
128450,1
128550,0
128550,0
128650,1
128650,1
128650,1
128750,0
128750,0
128850,1
128850,1
128850,1
128850,1
128850,1
135472,0
136163,1
136163,1
136886,0
136886,0
136886,0
136886,0
136886,0
136986,1
137086,0
137186,1
137286,0
137386,1
137486,0
137586,1
137686,0
137786,1
137886,0
137986,1
138086,0
138186,1
139022,0
139222,1
139422,0
139622,1
139822,0
140222,1
140422,0
140622,1
145800,0
146000,1
146000,1
146100,0
146200,1
146200,1
146200,1
146300,0
146400,1
146500,0
148000,1
148200,0
148400,1
148600,0
148800,1
149000,0
149200,1
149400,0
149600,1
149800,0
150000,1
150200,0
150400,1
150600,0
150800,1
151000,0
151200,1
151400,0
151600,1
151800,0
152000,1
152200,0
152400,1
152600,0
152800,1
153000,0
153200,1
153300,0
160000,1
160050,0
160100,1
160150,0
160200,1
160250,0
160250,0
160250,0
160250,0
160250,0
160250,0
160250,0
166500,1
166500,1
166500,1
166600,0
166650,1
166700,0
166750,1
166800,0
167000,1
167050,0
167100,1
167150,0
167200,1
167250,0
167250,0
167250,0
167250,0
167250,0
167250,0
167250,0
173500,1
173500,1
173550,0
173600,1
173650,0
173700,1
173750,0
173800,1
174100,0
174150,1
174200,0
174250,1
174300,0
174300,0
174350,1
174400,0
174450,1
174500,0
174550,1
174600,0
177700,1
177800,0
177900,1
178000,0
178260,1
178360,0
178460,1
178560,0
178675,1
178775,0
178875,1
178975,0
179050,1
179150,0
179250,1
179350,0
179450,1
179550,0
179650,1
179750,0
179850,1
179950,0
180050,1
180150,0
180250,1
180350,0
180450,1
180550,0
180650,1
180750,0
180850,1
180950,0
181150,1
181200,0
181250,1
181350,0
181400,1
181400,1
181450,0
181600,1
181600,1
181800,0
181800,0
182000,1
182000,1
182000,1
182000,1
182200,0
182300,1
182500,0
182700,1
182900,0
182900,0
183100,1
184500,0
186200,1
186200,1
186400,0
189700,1
189800,0
189900,1
189900,1
190000,0
190000,0
190100,1
190100,1
190200,0
190200,0
190300,1
191500,0
192000,1
192100,0
192200,1
192300,0
192400,1
192500,0
192600,1
192700,0
192800,1
192900,0
193000,1
193100,0
193200,1
193300,0
193400,1
193500,0
193600,1
193700,0
193800,1
193900,0
194000,1
194100,0
194200,1
194300,0
194400,1
194500,0
194600,1
194700,0
194800,1
194900,0
195000,1
195100,0
195200,1
195300,0
195400,1
195500,0
195600,1
195700,0
195800,1
195900,0
196000,1
196100,0
196200,1
196200,1
196200,1
196200,1
196200,1
196200,1
196200,1
196200,1
196200,1
196800,0
196900,1
197000,0
197100,1
197200,0
197300,1
197300,1
197300,1
197300,1
197300,1
197300,1
197300,1
197500,0
197600,1
197700,0
197800,1
197900,0
198000,1
198000,1
198000,1
198000,1
198000,1
198000,1
198000,1
198000,1
198100,0
198200,1
198300,0
198400,1
198500,0
198600,1
198700,0
198700,0
198850,1
198850,1
199000,0
199450,1
199550,0
199550,0
199650,1
199650,1
199650,1
199650,1
199650,1
199800,0
199950,1
199100,0
199250,1
200353,0
200353,0
201096,1
201096,1
201760,0
201760,0
206200,1
206200,1
206200,1
206300,0
206900,1
207000,0
207000,0
207100,1
207100,1
207200,0
207200,0
207300,1
207400,0
207500,1
207500,1
207600,0
207600,0
207600,0
207700,1
207700,1
207800,0
207800,0
207900,1
207900,1
208000,0
208000,0
208100,1
208100,1
208200,0
208200,0
208300,1
208300,1
208400,0
208400,0
208500,1
208500,1
208600,0
208600,0
208700,1
208700,1
208800,0
208800,0
208900,1
208900,1
209000,0
209000,0
209100,1
209100,1
209200,0
209200,0
209300,1
209300,1
209400,0
209400,0
209500,1
209500,1
209600,0
209600,0
209700,1
209700,1
209800,0
209800,0
209900,1
209900,1
210000,0
210000,0
210100,1
210100,1
210200,0
210200,0
210300,1
210300,1
210400,0
210400,0
210500,1
210500,1
210600,0
210700,1
210800,0
214362,1
214362,1
214362,1
214362,1
214412,0
214462,1
214512,0
214562,1
227000,0
